,business_id,business_review_count,review_id,reviewer_average_stars,reviewer_review_count,reviewer_useful,text
5091,q9WaFYhlOZCrfXJQTG5t_Q,124,XyY4o5Qr90cLXUfbB83gKg,3.59,87,53,"As much as I wanted to like this place, I just can't I've it 3 stars. Honestly I HAD to compare it to Postino's since 1. In my eyes they have the BEST bruachetta and atmosphere and 2. I heard the living room copied their style, and unfortunately it's a bad copy. They did get the atmosphere/ambience right. However the bruchetta not so much.

We tried the steak, tomato and apple fig. The apple fig was delisous, but u can't really go wrong with that receipe. Been there done that. The tomato was a disappointment. Seems like they tried to do their own unique take on the original and for me it just didn't work. The steak was ok, unique yes. But I could live without it."
,,,,,,,
5092,rwQIBAM_kHtVl1Ks8Flexw,52,j_SinrUQp8TC_9ItSe1frQ,3.25,44,18,"marginal sushi meets uncomfotable seating.  we used restaurant.com coupon and got stuck wtih an 18% tip...with no service, seriously???  felt scammed...think we actually spent more based on that tip than had we just paid full price.  avoid this one, just not worth it."
,,,,,,,
5093,oyzxIqrtzu-8sWlPhJVsLw,147,oEXUlIimWWJJavY-Un93cQ,3.83,6,3,"My favorite Mexican food.  THE BEST BEAN BURRO ENCHILADA STYLE IN THE WORLD (yes I've tried them all)  Get the red enchilada sauce, and a tortilla on the side."
,,,,,,,
5094,hfl62LX14YqNpG0g0Tj6_Q,258,hT5m9n1Yzgegd6BeJiwmmA,4.44,10,10,"Fuego Bistro has quickly become one of my wife and I's favorite restaurants!  We went with a large group the first time and they were great about us having 7, including two smaller children.  Last night my wife and I went back for a date night and had the most wonderful time!  Jeff, the owner, is fantastic and always wants to make sure you have a great time.  The sommelier was also great.  He talked to us about the wine, gave us some tips for pairings, and even had us take a sip of wine while chewing our food.  It totally changed the character of both the wine and food.

Speaking of the food, the short ribs are amazing!  The best sides we've had are the creamed corn and the chipotle mashed potatoes, but the maple chili carrots and the cornbread green chili casserole are also very good!

The cocktails are great and the happy hour menu is pretty reasonable.

We will definitely be going to Fuego on a regular basis!!"
,,,,,,,
5095,hh2lP4_2N-tk_OxmaTf_qA,94,uUm1XeSUWsnbVaZSid4lCA,3.95,23,17,"This place is nice. Great view, excellent service, top notch meal. The only thing I can really complain about is the portion size. I would have liked them to be a bit bigger, but I was the only one that felt this way, maybe I eat too much?? I had the bone in porterhouse steak and it was pretty darn tasty. They serve the steaks with a variety of sauces to dip into, some of them were amazing, others were not. I would for sure recommend this place to someone looking for a 5 star dining experience. Make sure you bring your wallet cause this place is not cheap! Our meal was about $450 out the door for a table of 4. We ordered 3 apps, and 3 sides also and a bottle of wine. This restaurant is operated by Chef Jean George, I have no idea who he is, but the waiter and hostess both swear that he is someone to know. Judging by his cooking, I think I would get along just fine with him.  J&G is inside the Phoenician Resort in Scottsdale, I was staying there so I figured I could add this place to my list of great American Steakhouses. My final opinion of this place, it is exactly what it says it is. They meet the B-Stew standard for a fine dining steakhouse. Also, there are great views of Camelback mountain. One last thing, the hostess at this place sold me on coming when I called for information. Very well trained and passionate about her job"
,,,,,,,
5096,D_VXbq6sCuqXuBbdPo9zpA,28,xsCpYN_4gmRi7ZcnW_hHfQ,4.3,27,43,"This place is usually packed late after coming back from Dos Gringos or whatever since it's right around the corner. There's a reason for this, their pizza is good. Big, wide slices... in fact their slices are double what you'd normally get anywhere else. Thin crust, chewey crust, great sauce flavor.  If you do get pizza here, order it by the whole pie. You won't be disappointed. I only will order a meat slice if I know it just came out of the oven. Personal preference and this is for any pizza by the slice joint.

When I was there Monday night, the owner was singing softly. It reminded me of my mom when I was a little kid and how she used to sing to me............ i told him to sing more. I'm kidding, it was a woman singing.....so I'm not knocking this place, just pizza by the slice places in general."
,,,,,,,
5097,wUPHVWGmoBU_gykHl1Kzxg,21,N5WJGU_bGR2PeKSbtDBvRA,3.74,46,81,"From the get-go we liked this place.  The fried dumplings were wonderful and crispy on one side and lovely and soft on the other and the dumpling sauce was amazing and just spicy enough.  My husband refused to let it go and finished it over the course of our meal!

On this, our first trip, we had Tangerine Beef and the Crispy duck.  The tangerine beef sauce was sweet and a bit tangy with a touch of spice and the beef was crispy and very tasty.  The duck was amazing.  The tastes were multilayered and well balanced and the crispy coating was salty and peppery and almost buttery under it all.  Together it created a very complex savory and sweet dish with a kick of spice at the tail end.  The flavors in the duck were very reminiscent of Cantonese food in Shanghai...this is the first time I can say this about a restaurant in the states that isn't located in a Chinatown. 

The wait staff was friendly and very helpful, welcoming us back and giving information on some local Asian markets as we left.  I highly recommend this place!"
,,,,,,,
5098,g9jX2oXQr8zrOQgynYnYjQ,63,jKWqnOJTtGoNRiZlh2xIuA,3.54,306,1155,"I got  to give In-N-Out Burger some love. I've been wrestling with a rating on this place for a long time. It's definitely a WIN when you can feed two hungry college aged boys and yours truly for under $15 bucks with some delicious food. They always get your orders right, keep the place clean and are UBER Friendly with fresh delicious burgers. No wonder this place is always mobbed well past the traditional lunch hours with families. Keep up the good work IN-N Out Burger!"
,,,,,,,
5099,VVeogjZya58oiTxK7qUjAQ,803,53Sog6eGWgS5Jt9wuxe07w,4.15,20,9,"So I knew ahead of time about the wait. So we got there at 3:30 and waited for an hour and a half until they opened. But we were able to be seated as soon as they opened.

Let me just say that I've never had anything even close to the kind of pizza that we got. It's outstanding! 

I highly recommend the caprese salad, antipasto and the rosa pizza. Though I'm pretty sure that it's all amazing, no matter what you get."
,,,,,,,
5100,VGOwmoYnmhH41IOQlB_Ecw,20,ALcK_eqiFaln62tWAkvnZA,3.66,220,251,"Haven't been to a Chili's in FOREVER but those darn gift cards get me every time. Stopped by today for dinner and we ordered the 2 for 20 special (an app and 2 entrees). 

The food was alright-we ordered the Spicy Chicken Fajitas, the Bacon Chicken Quesadilla and started off with the Onion and Jalapeno Stack. The jalapenos were lame but everything else tasted great after a long day at work.

What was not so great was the service. Two waiters introduced themselves (I figured one was training) but neither bothered to stop by and fill up our drinks or really check in. The girl who served us seemed to spend most of her time on the other side of the dining room and the teen host actually ended up being the one to refill my Strawberry Lemonade. So thanks to the young dude manning the desk and NOT my slow waiterS."
,,,,,,,
5101,fRa4l3Rkh_yPq9WrKD82AQ,10,C9lHc7zQxyHMshDALzm1bw,3.91,22,18,Even though this is my home gym where I train for my shows...I really starting to not like the people here no more! The GM was very cool with me and since he got transfer to a new LA Fitness nothing isnt the same no more! Everyone here is a meat head witch I dislike!
,,,,,,,
5102,ihMUU9D2mcgrp7fi8lmqJg,22,OneJTqHJ74WDz2f7qDH_PQ,3.68,518,1175,"Love my Chick-fil-a!  Wow, they have a system and it is super fast in the drive thur.  Amazed and they are always super friendly!  They always get the order right!!!  ++++"
,,,,,,,
5103,yOVydU0J5-hKODrKGhH4yg,22,V_fuMPwTXi2bUxND--zReA,3.74,113,86,"I'm giving 4 stars because I just love to find this many artifacts of the basket and clay varieties when I visit a museum. It really amazes me, the craftmanship of our ancient peoples! This small museum is not part of the Science Museum circuit, so I wasn't able to use my discount or member card, but for $6 I felt it was worth the trip to check it out. Some exhibits in the kids' room have been duplicated and enhanced in the main museum hall, which was fun to compare. The outdoor area is actually a preserved portion of a reservation belonging to the Hohokum Indians and there are examples of the water distribution canals and housing styles from 300 years ago along the Salt River, AZ. Great, informative afternoon!"
,,,,,,,
5104,vfLog2bLJGl6hAFtGtr0GQ,67,1escFm4Zg_7YU1AE0C_mUA,3.38,8,17,"DO NOT GO HERE.  One of the worst restaurant experiences I have ever had.  The setup is a little like ""Pei Wei"" where they take your order, give you a number, and bring the food to your table.  Placed our order, and had to stalk other tables and hover over people eating trying to wait to get a table.  Waited a long time, all the while others who ordered after us found seats and got their food before us. Servers kept bringing my food to me since it was ready, but I still didn't have a table, so they kept saying they would ""put it under the heat lamp"" for me.  Finally eventually found a table, and then kept waiting and waiting for our food, which the manager claimed ""he had them remake"" since it was getting cold.  My food came, and it was cold and disgusting.  We had to get going since we were going to a show, and my mom's food still wasn't there.  The staff asked to see her receipt, since they couldn't find her order.  She went up to the manager and said she just wanted her money back since we had to go (it had been 45 minutes since we placed our order).  He said her food would not be ready for a while, and gave her some cash, and we left.  My mom never even ate, and my food was horrible.  I would NOT recommend this place, it's awful."
